# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 24 15:07:14 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_rvamp,sy_dist,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TYC 3667-1280-1 b,1,1,1,0,Radial Velocity,2016,McDonald Observatory,Published Confirmed,0,26.46800000,0.210000,,,242.400,477.5160000,9.4232100,2016-03-29,2016-05,2016-03-31
TYC 4282-00605-1 b,1,1,1,0,Radial Velocity,2017,Roque de los Muchachos Observatory,Published Confirmed,0,101.54000000,0.422000,,,495.200,464.1280000,9.9094600,2017-06-27,2017-10,2017-06-29
TYC 8998-760-1 b,1,1,2,0,Imaging,2020,Paranal Observatory,Published Confirmed,0,,162.000000,,4449.62000,,94.6177000,10.6505000,2020-03-26,2020-02,2020-04-02
TYC 8998-760-1 c,1,1,2,0,Imaging,2020,Paranal Observatory,Published Confirmed,0,,320.000000,12.330,1906.98000,,94.6177000,10.6505000,2020-07-17,2020-07,2020-07-23
Teegarden's Star b,1,1,3,0,Radial Velocity,2019,Calar Alto Observatory,Published Confirmed,0,4.90634000,0.025900,,,2.090,3.8307800,12.2746000,2024-03-05,2024-02,2024-03-05
Teegarden's Star c,1,1,3,0,Radial Velocity,2019,Calar Alto Observatory,Published Confirmed,0,11.41600000,0.045500,,,1.430,3.8307800,12.2746000,2024-03-05,2024-02,2024-03-05
Teegarden's Star d,1,1,3,0,Radial Velocity,2024,Multiple Observatories,Published Confirmed,0,26.13000000,0.079100,,,0.860,3.8307800,12.2746000,2024-03-05,2024-02,2024-03-05
TrES-1 b,1,2,1,0,Transit,2004,TrES,Published Confirmed,0,3.03007000,,12.666,266.97720,115.200,159.6580000,11.5565000,2018-04-25,2017-03,2018-04-26
TrES-2 b,1,2,1,0,Transit,2006,TrES,Published Confirmed,0,2.47063000,,15.244,473.56670,181.300,215.3200000,11.2819000,2018-04-25,2017-03,2018-04-26
TrES-3 b,1,1,1,0,Transit,2007,TrES,Published Confirmed,0,1.30618581,0.022820,14.975,607.03000,369.000,231.3370000,12.1995000,2022-10-31,2009-02,2022-10-31
TrES-4 b,1,2,1,0,Transit,2007,TrES,Published Confirmed,0,3.55395000,,18.046,247.90740,97.400,515.9800000,11.4731000,2018-04-25,2017-03,2018-04-26
TrES-5 b,1,1,1,0,Transit,2011,TrES,Published Confirmed,0,1.48224686,0.024590,13.384,568.91570,339.800,360.3130000,13.4599000,2015-04-16,2015-04,2015-04-16
UCAC3 113-933 b,1,1,1,0,Imaging,2024,Multiple Observatories,Published Confirmed,0,,6100.000000,,6674.39655,,52.5829000,11.8242000,2024-05-28,2024-06,2024-05-28
UCAC4 328-061594 b,1,1,1,0,Imaging,2024,Multiple Observatories,Published Confirmed,0,,19000.000000,,6674.39655,,39.9089000,15.2120000,2024-05-28,2024-06,2024-05-28
UKIRT-2017-BLG-001L b,1,1,1,0,Microlensing,2018,Mauna Kea Observatory,Published Confirmed,0,,4.180000,,407.00000,,6300.0000000,,2019-12-05,2018-04,2018-03-26
USco CTIO 108 b,1,1,1,0,Imaging,2008,Teide Observatory,Published Confirmed,0,,670.000000,,4449.62000,,144.0190000,17.4229000,2015-05-14,2008-02,2015-05-14
USco1556 b,1,1,1,0,Imaging,2019,Multiple Observatories,Published Confirmed,0,,3500.000000,,4767.45000,,140.6350000,14.3099000,2020-01-13,2020-01,2020-01-16
USco1621 b,1,1,1,0,Imaging,2019,Multiple Observatories,Published Confirmed,0,,2880.000000,,5085.28000,,137.9010000,14.1769000,2020-01-13,2020-01,2020-01-16
UZ For b,1,2,2,0,Eclipse Timing Variations,2011,Multiple Observatories,Published Confirmed,0,5840.00000000,5.900000,,2002.20000,,,16.6937000,2014-05-14,2011-09,2014-05-14
UZ For c,1,2,2,0,Eclipse Timing Variations,2011,Multiple Observatories,Published Confirmed,0,1916.25000000,2.800000,,2447.20000,,,16.6937000,2014-05-14,2011-09,2014-05-14
V0391 Peg b,1,1,1,0,Pulsation Timing Variations,2007,Multiple Observatories,Published Confirmed,0,1170.00000000,1.700000,,,,1195.9800000,14.5897000,2015-05-14,2007-09,2015-05-14
V1298 Tau b,1,3,4,0,Transit,2019,K2,Published Confirmed,0,24.13960000,0.168800,10.270,,,108.1990000,10.0702000,2019-10-18,2019-11,2019-10-24
V1298 Tau c,1,3,4,0,Transit,2019,K2,Published Confirmed,0,8.24958000,0.082500,5.590,,,108.1990000,10.0702000,2019-10-18,2019-11,2019-10-24
V1298 Tau d,1,3,4,0,Transit,2019,K2,Published Confirmed,0,12.40320000,0.108300,6.410,,,108.1990000,10.0702000,2019-10-18,2019-11,2019-10-24
V1298 Tau e,1,3,4,0,Transit,2019,K2,Published Confirmed,0,53.50000000,,9.976,321.00669,47.000,108.1990000,10.0702000,2024-03-25,2023-12,2024-03-25
V830 Tau b,1,1,1,0,Radial Velocity,2016,Multiple Observatories,Published Confirmed,1,4.92700000,0.057000,,222.48100,68.000,130.1110000,11.6928000,2016-11-30,2017-03,2016-12-01
VHS J125601.92-125723.9 b,1,2,1,0,Imaging,2015,Paranal Observatory,Published Confirmed,0,5800000.00000000,350.000000,13.675,5085.25451,,,,2023-04-17,2023-02,2023-04-17
WASP-1 b,1,2,1,0,Transit,2007,SuperWASP,Published Confirmed,0,2.51994540,0.038890,16.623,271.41500,110.900,393.0720000,11.5349000,2014-05-14,2014-03,2014-05-14
WASP-10 b,1,1,1,0,Transit,2008,SuperWASP,Published Confirmed,0,3.09276160,0.037810,12.106,1001.12000,533.100,140.9980000,12.1739000,2014-05-14,2009-02,2014-05-14
WASP-100 b,1,2,1,0,Transit,2014,SuperWASP,Published Confirmed,0,2.84938000,,14.908,400.46580,213.000,364.4110000,10.6151000,2018-04-25,2017-03,2018-04-26
WASP-101 b,1,1,1,0,Transit,2014,SuperWASP,Published Confirmed,0,3.58572000,,16.029,162.09330,54.000,201.2240000,10.1380000,2018-04-25,2017-03,2018-04-26
WASP-103 b,1,1,1,0,Transit,2014,SuperWASP,Published Confirmed,0,0.92554200,0.019850,17.127,473.54700,271.000,375.6470000,12.1931000,2014-05-14,2014-02,2014-05-14
WASP-104 b,1,2,1,0,Transit,2014,SuperWASP,Published Confirmed,0,1.75541370,0.029180,12.745,404.26300,202.700,185.9320000,11.5931000,2014-09-25,2014-10,2014-09-25
WASP-105 b,1,1,1,0,Transit,2017,SuperWASP-South,Published Confirmed,0,7.87288000,0.075000,10.761,572.09400,194.000,169.2720000,11.8445000,2017-08-14,2017-08,2017-08-17
WASP-106 b,1,1,1,0,Transit,2014,SuperWASP,Published Confirmed,0,9.28971000,,11.433,514.88460,165.300,352.1810000,11.3659000,2018-04-25,2017-03,2018-04-26
WASP-107 b,1,1,2,0,Transit,2017,SuperWASP-South,Published Confirmed,0,5.72147420,,,30.50000,14.100,64.7414000,11.1740000,2020-12-10,2021-02,2020-12-17
WASP-107 c,1,1,2,0,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,1088.00000000,,,,9.600,64.7414000,11.1740000,2020-12-10,2021-02,2020-12-17
WASP-11 b,1,3,1,0,Transit,2008,SuperWASP,Published Confirmed,0,3.72247000,,12.442,251.08570,82.100,124.7300000,11.5535000,2018-04-25,2017-03,2018-04-26
WASP-110 b,1,1,1,0,Transit,2021,Paranal Observatory,Published Confirmed,0,3.77840121,,13.877,162.09249,,274.9600000,12.5517000,2021-06-11,2021-09,2021-06-11
WASP-113 b,1,1,1,0,Transit,2016,SuperWASP-North,Published Confirmed,0,4.54216875,0.058850,15.793,150.96925,48.740,435.1560000,11.6041000,2016-07-14,2016-10,2016-07-18
WASP-114 b,1,2,1,0,Transit,2016,SuperWASP-North,Published Confirmed,0,1.54877430,0.028510,15.009,562.24127,260.600,523.3370000,12.5227000,2016-07-14,2016-10,2016-07-18
WASP-117 b,1,1,1,0,Transit,2014,SuperWASP,Published Confirmed,0,10.02165000,,11.882,95.34900,25.200,157.9630000,10.0269000,2018-04-25,2017-03,2018-04-26
WASP-118 b,1,1,1,0,Transit,2016,SuperWASP,Published Confirmed,0,4.04604350,0.054530,16.141,163.36462,54.600,376.6580000,10.9196000,2016-09-06,2016-12,2016-09-08
WASP-119 b,1,1,1,0,Transit,2016,SuperWASP-South,Published Confirmed,0,2.49979000,0.036300,15.693,390.93090,181.000,302.4480000,12.1014000,2016-05-03,2016-06,2016-05-05
WASP-12 b,1,3,1,0,Transit,2008,SuperWASP,Published Confirmed,0,1.09141890,0.023400,22.026,,,427.2460000,11.4999000,2025-02-12,2024-06,2025-02-12
WASP-120 b,1,1,1,0,Transit,2016,SuperWASP,Published Confirmed,0,3.61127060,0.051400,16.511,1541.47550,509.000,381.1740000,10.8989000,2016-06-01,2016-06,2016-06-03
WASP-121 b,1,1,1,0,Transit,2016,SuperWASP,Published Confirmed,0,1.27492504,0.025960,19.649,367.72747,177.000,269.8980000,10.3746000,2022-08-01,2020-03,2022-08-01
WASP-123 b,1,2,1,0,Transit,2016,SuperWASP,Published Confirmed,0,2.97764120,0.042630,14.773,285.72917,114.200,197.9960000,10.8999000,2016-06-01,2016-06,2016-06-03
WASP-124 b,1,1,1,0,Transit,2016,SuperWASP-South,Published Confirmed,0,3.37265000,0.044900,13.899,190.69800,77.000,448.6370000,12.5754000,2016-05-03,2016-06,2016-05-05
WASP-126 b,1,1,2,0,Transit,2016,SuperWASP-South,Published Confirmed,0,3.28883000,,,90.30000,,216.5260000,11.0665000,2019-12-02,2019-12,2019-12-05
WASP-126 c,1,1,2,0,Transit Timing Variations,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.63000000,,,64.20000,,216.5260000,11.0665000,2019-12-02,2019-12,2019-12-05
WASP-127 b,1,2,1,0,Transit,2016,SuperWASP,Published Confirmed,0,4.17806203,0.048400,14.695,52.34660,22.000,159.5070000,10.0540000,2020-11-13,2020-11,2020-11-19
WASP-129 b,1,2,1,0,Transit,2016,SuperWASP-South,Published Confirmed,0,5.74814500,0.062800,10.424,317.83000,110.000,301.4620000,11.8127000,2016-05-03,2016-06,2016-05-05
WASP-13 b,1,1,1,0,Transit,2009,SuperWASP,Published Confirmed,0,4.35301000,,13.675,114.41880,55.500,227.5370000,10.3800000,2018-04-25,2017-03,2018-04-26
WASP-130 b,1,1,1,0,Transit,2016,SuperWASP-South,Published Confirmed,0,11.55098000,0.101200,9.976,390.93090,108.000,172.2560000,10.9717000,2016-11-30,2017-03,2016-12-01
WASP-131 b,1,1,1,0,Transit,2016,SuperWASP-South,Published Confirmed,0,5.32202300,0.060700,13.675,85.81410,30.500,200.0750000,9.8670800,2016-11-30,2017-03,2016-12-01
WASP-132 b,1,1,3,0,Transit,2016,SuperWASP-South,Published Confirmed,0,7.13351640,0.067400,10.099,136.03056,52.990,122.9100000,11.7538000,2025-01-29,2025-01,2025-01-29
WASP-132 c,1,1,3,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.01153624,0.018330,1.841,6.26000,4.670,122.9100000,11.7538000,2025-01-29,2025-01,2025-01-29
WASP-132 d,1,1,3,0,Radial Velocity,2024,Multiple Observatories,Published Confirmed,0,1816.60000000,2.710000,,,101.810,122.9100000,11.7538000,2025-01-29,2025-01,2025-01-29
WASP-133 b,1,1,1,0,Transit,2016,SuperWASP-South,Published Confirmed,0,2.17642300,0.034500,13.563,368.68280,170.000,559.0840000,12.7146000,2016-05-03,2016-06,2016-05-05
WASP-135 b,1,1,1,0,Transit,2015,SuperWASP,Published Confirmed,0,1.40137940,0.024300,14.572,603.87700,346.000,298.2140000,13.0045000,2015-12-02,2016-02,2015-12-03
WASP-136 b,1,1,1,0,Transit,2016,SuperWASP,Published Confirmed,0,5.21535700,0.066100,15.468,479.92330,,275.5870000,9.8192900,2016-11-30,2017-03,2016-12-01
WASP-138 b,1,1,1,0,Transit,2016,SuperWASP,Published Confirmed,0,3.63443300,0.049400,12.218,387.75260,,414.2340000,11.6873000,2016-11-30,2017-03,2016-12-01
WASP-139 b,1,2,1,0,Transit,2016,SuperWASP-South,Published Confirmed,0,5.92426200,0.062000,8.967,37.18611,14.000,212.4720000,12.2715000,2016-11-30,2017-03,2016-12-01
WASP-14 b,1,3,1,0,Transit,2008,SuperWASP,Published Confirmed,0,2.24375000,,15.468,2809.61720,993.000,161.9970000,9.6464700,2018-04-25,2017-03,2018-04-26
WASP-140 b,1,2,1,0,Transit,2016,SuperWASP-South,Published Confirmed,0,2.23598350,0.032300,16.141,775.50520,403.000,117.5980000,10.8202000,2016-11-30,2017-03,2016-12-01
WASP-141 b,1,1,1,0,Transit,2016,SuperWASP-South,Published Confirmed,0,3.31065100,0.046900,13.563,854.96270,315.000,516.5430000,12.4822000,2016-11-30,2017-03,2016-12-01
WASP-142 b,1,1,1,0,Transit,2016,SuperWASP-South,Published Confirmed,0,2.05286800,0.034700,17.150,266.97720,109.000,730.9330000,12.7568000,2016-11-30,2017-03,2016-12-01
WASP-144 b,1,1,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,2.27831520,0.031600,9.528,139.84520,78.000,355.5130000,12.9150000,2018-10-24,2019-01,2018-10-26
WASP-145 A b,1,2,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,1.76903810,0.026100,10.088,282.86870,178.000,91.2990000,11.3583000,2018-10-24,2019-01,2018-10-26
WASP-147 b,1,1,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,4.60273000,0.054900,12.498,87.40325,32.700,436.0980000,12.1832000,2018-11-02,2019-01,2018-11-01
WASP-148 b,1,1,2,0,Transit,2020,SuperWASP-North,Published Confirmed,0,8.80380900,0.082150,8.474,91.21675,30.100,246.3530000,12.0845000,2022-10-03,2022-07,2022-10-03
WASP-148 c,1,1,2,0,Radial Velocity,2020,Haute-Provence Observatory,Published Confirmed,0,34.52400000,0.204400,,124.58874,24.850,246.3530000,12.0845000,2022-10-03,2022-07,2022-10-03
WASP-15 b,1,1,1,0,Transit,2009,SuperWASP,Published Confirmed,0,3.75210000,,15.805,171.62820,63.400,282.0910000,10.7970000,2018-04-25,2017-03,2018-04-26
WASP-150 b,1,1,1,0,Transit,2020,SuperWASP-North,Published Confirmed,0,5.64420700,0.069400,11.994,2688.84180,,527.9950000,11.9151000,2020-05-15,2020-06,2020-05-21
WASP-151 b,1,1,1,0,Transit,2017,SuperWASP-South,Published Confirmed,0,4.53347750,0.055000,13.305,100.43378,,453.0990000,12.6278000,2022-02-22,2020-01,2022-02-22
WASP-153 b,1,1,1,0,Transit,2017,SuperWASP,Published Confirmed,0,3.33260900,0.048000,17.374,123.95370,44.000,610.1760000,12.4967000,2017-10-23,2018-03,2017-10-26
WASP-156 b,1,1,1,0,Transit,2017,SuperWASP,Published Confirmed,0,3.83616230,0.045800,6.028,41.80000,18.700,122.0660000,11.3227000,2024-07-22,2024-06,2024-07-22
WASP-157 b,1,1,1,0,Transit,2016,SuperWASP,Published Confirmed,0,3.95162300,0.049900,11.190,,,334.0370000,12.1818000,2018-10-24,2018-12,2018-10-26
WASP-158 b,1,1,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,3.65633300,0.051700,11.994,886.74570,295.000,524.9930000,12.0911000,2018-10-24,2019-01,2018-10-26
WASP-159 b,1,1,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,3.84040100,0.053800,15.468,174.80650,57.000,715.3830000,12.2951000,2018-10-24,2019-01,2018-10-26
WASP-16 b,1,1,1,0,Transit,2009,SuperWASP,Published Confirmed,0,3.11860000,,13.675,394.10920,116.700,194.1340000,11.1247000,2018-04-25,2017-03,2018-04-26
WASP-160 B b,1,2,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,3.76849520,0.045200,12.218,88.35674,39.900,288.3260000,12.8842000,2018-11-02,2019-01,2018-11-01
WASP-161 b,1,1,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,5.40604250,0.067300,12.812,791.39670,230.000,343.0800000,10.8987000,2018-12-11,2019-02,2018-12-13
WASP-162 b,1,1,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,9.62468000,0.087100,11.209,1652.71600,507.000,310.8410000,12.0652000,2018-10-24,2019-01,2018-10-26
WASP-163 b,1,1,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,1.60968840,0.026600,13.473,594.34210,329.000,261.3860000,12.2511000,2018-12-11,2019-02,2018-12-13
WASP-164 b,1,1,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,1.77712550,0.028180,12.644,676.97790,367.000,327.5060000,12.4679000,2018-11-02,2019-01,2018-11-01
WASP-165 b,1,1,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,3.46550900,0.048230,14.123,209.13214,76.000,602.2360000,12.5435000,2018-11-02,2019-01,2018-11-01
WASP-166 b,1,1,1,0,Transit,2019,WASP-South,Published Confirmed,0,5.44354000,0.064100,7.062,32.10083,10.400,114.1730000,9.2570000,2019-07-19,2019-09,2019-07-25
WASP-167 b,1,1,1,0,Transit,2017,Multiple Observatories,Published Confirmed,0,2.02195960,0.036500,17.710,2542.64000,,423.5520000,10.5786000,2017-07-24,2017-11,2017-07-27
WASP-168 b,1,2,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,4.15365800,0.051900,16.814,133.48860,50.000,303.9410000,11.7139000,2018-10-24,2019-01,2018-10-26
WASP-169 b,1,1,1,0,Transit,2019,WASP-South,Published Confirmed,0,5.61141180,0.068100,14.617,178.30263,52.900,627.0660000,11.7206000,2019-09-04,2019-10,2019-09-12
WASP-17 b,1,1,1,0,Transit,2009,SuperWASP,Published Confirmed,0,3.73543000,,20.961,247.90740,59.200,405.9080000,11.3803000,2018-04-25,2017-03,2018-04-26
WASP-170 b,1,1,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,2.34478022,0.033700,12.285,508.52800,255.000,305.6030000,12.4693000,2018-12-11,2019-02,2018-12-13
WASP-171 b,1,1,1,0,Transit,2019,WASP-South,Published Confirmed,0,3.81862440,0.050400,10.985,344.52772,126.000,757.8400000,12.4407000,2019-09-04,2019-10,2019-09-12
WASP-172 b,1,1,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,5.47743300,0.069400,17.598,149.38010,42.000,538.1100000,11.0099000,2018-10-24,2019-01,2018-10-26
WASP-173 A b,1,2,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,1.38665318,0.024800,13.451,1172.79270,645.000,232.9800000,11.3975000,2018-10-24,2019-01,2018-10-26
WASP-174 b,1,1,1,0,Transit,2018,SuperWASP-South,Published Confirmed,0,4.23370050,0.055030,16.107,104.88337,36.100,410.1490000,11.6826000,2022-01-24,2020-01,2022-01-24
WASP-175 b,1,1,1,0,Transit,2019,WASP-South,Published Confirmed,0,3.06529070,0.044030,13.540,314.65170,124.000,539.3600000,12.7065000,2019-09-04,2019-10,2019-09-12
WASP-176 b,1,1,1,0,Transit,2020,SuperWASP-North,Published Confirmed,0,3.89905200,0.053500,16.870,271.74465,,568.4200000,11.9392000,2020-05-15,2020-06,2020-05-21
WASP-177 b,1,1,1,0,Transit,2019,SuperWASP,Published Confirmed,0,3.07172200,0.039570,17.710,161.45764,77.300,176.8180000,12.0715000,2019-04-16,2019-06,2019-04-18
WASP-178 b,1,1,1,0,Transit,2019,WASP-South,Published Confirmed,0,3.34482850,0.055800,20.288,527.59780,139.000,427.6780000,9.9122600,2019-10-02,2019-11,2019-10-10
WASP-18 b,1,2,2,0,Transit,2009,SuperWASP,Published Confirmed,0,0.94145223,0.020240,13.899,3241.84975,1814.000,123.4830000,9.1661700,2022-01-31,2020-04,2022-01-31
WASP-18 c,1,2,2,0,Transit Timing Variations,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,2.15580000,0.035000,,55.20000,,123.4830000,9.1661700,2019-12-02,2019-12,2019-12-05
WASP-180 A b,1,2,1,0,Transit,2019,SuperWASP,Published Confirmed,0,3.40926400,0.048000,13.899,286.04700,100.000,253.9850000,10.9134000,2019-09-20,2019-12,2019-09-26
WASP-181 b,1,1,1,0,Transit,2019,SuperWASP,Published Confirmed,0,4.51950640,0.054270,13.271,95.03117,35.700,437.4950000,12.7830000,2019-04-16,2019-06,2019-04-18
WASP-182 b,1,1,1,0,Transit,2019,WASP-South,Published Confirmed,0,3.37698480,0.045100,9.528,47.03884,19.000,327.6020000,11.9170000,2019-09-04,2019-10,2019-09-12
WASP-183 b,1,1,1,0,Transit,2019,SuperWASP,Published Confirmed,0,4.11177710,0.046320,16.477,159.55066,74.800,325.3770000,12.8148000,2019-04-16,2019-06,2019-04-18
WASP-184 b,1,1,1,0,Transit,2019,WASP-South,Published Confirmed,0,5.18170000,0.062700,14.908,181.16310,58.000,663.2310000,12.5673000,2019-10-02,2019-11,2019-10-10
WASP-185 b,1,1,1,0,Transit,2019,WASP-South,Published Confirmed,0,9.38755000,0.090400,14.011,311.47340,88.000,279.3500000,10.8949000,2019-10-02,2019-11,2019-10-10
WASP-186 b,1,1,1,0,Transit,2020,SuperWASP,Published Confirmed,0,5.02679900,0.060000,12.442,1341.24260,530.290,278.5140000,10.6509000,2020-12-10,2020-09,2020-12-17
WASP-187 b,1,1,1,0,Transit,2020,SuperWASP,Published Confirmed,0,5.14787800,0.065300,18.383,254.26400,70.000,371.4140000,10.1318000,2020-12-10,2020-09,2020-12-17
WASP-189 b,1,1,1,0,Transit,2020,CHaracterising ExOPlanets Satellite (CHEOPS),Published Confirmed,0,2.72403300,0.050530,18.147,632.47853,182.000,99.7310000,6.5536900,2022-03-16,2020-11,2022-03-16
WASP-19 b,1,1,1,0,Transit,2009,SuperWASP,Published Confirmed,0,0.78883852,0.016520,15.861,366.77398,255.400,268.3250000,12.1088000,2022-01-31,2020-04,2022-01-31
WASP-190 b,1,1,1,0,Transit,2019,WASP-South,Published Confirmed,0,5.36775300,0.066300,12.890,317.83000,99.000,542.2510000,11.6333000,2019-03-01,2019-04,2019-03-05
WASP-192 b,1,1,1,0,Transit,2019,WASP-South,Published Confirmed,0,2.87867650,0.040800,13.787,731.00900,307.000,508.8850000,12.5347000,2019-10-02,2019-11,2019-10-10
WASP-193 b,1,1,1,0,Transit,2023,WASP-South,Published Confirmed,0,6.24633450,0.067600,16.410,44.17815,14.800,362.0870000,12.0421000,2023-07-26,2023-07,2023-07-26
WASP-2 b,1,2,1,0,Transit,2007,SuperWASP,Published Confirmed,0,2.15217500,0.031440,12.117,295.89973,157.000,153.2420000,11.5638000,2019-09-23,2019-11,2019-09-26
WASP-20 b,1,2,1,0,Transit,2015,SuperWASP,Published Confirmed,0,4.89962840,0.060000,16.388,98.84100,32.800,211.8770000,10.6503000,2015-03-05,2015-03,2015-03-05
WASP-21 b,1,1,1,0,Transit,2010,SuperWASP,Published Confirmed,0,4.32248200,0.052000,11.990,95.34500,37.200,258.4260000,11.3987000,2014-05-14,2010-09,2014-05-14
WASP-22 b,1,1,1,0,Transit,2010,SuperWASP,Published Confirmed,0,3.53269000,,13.787,212.94610,70.000,317.6520000,11.5821000,2018-04-25,2017-03,2018-04-26
WASP-23 b,1,1,1,0,Transit,2010,SuperWASP,Published Confirmed,0,2.94442560,0.037600,10.783,280.95000,,207.4900000,12.3208000,2014-05-14,2011-07,2014-05-14
WASP-24 b,1,3,1,0,Transit,2010,SuperWASP,Published Confirmed,0,2.34121000,,15.468,394.10920,148.200,322.1140000,11.3945000,2018-04-25,2017-03,2018-04-26
WASP-25 b,1,1,1,0,Transit,2010,SuperWASP,Published Confirmed,0,3.76483000,,11.994,139.84520,75.500,211.4160000,11.6885000,2018-04-25,2017-03,2018-04-26
WASP-26 b,1,2,1,0,Transit,2010,SuperWASP,Published Confirmed,0,2.75660000,,13.563,270.15550,135.500,252.7590000,10.9935000,2018-04-25,2017-03,2018-04-26
WASP-28 b,1,1,1,0,Transit,2014,SuperWASP,Published Confirmed,0,3.40883495,0.044200,13.664,282.54945,,348.4940000,12.0286000,2022-02-22,2020-01,2022-02-22
WASP-29 b,1,1,1,0,Transit,2010,SuperWASP,Published Confirmed,0,3.92273000,,8.631,73.10090,35.600,87.5953000,10.8932000,2018-04-25,2017-03,2018-04-26
WASP-3 b,1,3,1,0,Transit,2007,SuperWASP,Published Confirmed,0,1.84683000,,15.917,772.32690,290.500,231.1610000,10.4525000,2019-04-01,2017-03,2019-04-04
WASP-31 b,1,1,1,0,Transit,2010,SuperWASP,Published Confirmed,0,3.40590960,0.046590,17.363,151.91600,,383.8290000,11.8163000,2014-05-14,2011-07,2014-05-14
WASP-32 b,1,1,1,0,Transit,2010,SuperWASP,Published Confirmed,0,2.71866000,,10.761,835.89290,478.000,275.9940000,11.4090000,2018-04-25,2017-03,2018-04-26
WASP-33 b,1,2,1,0,Transit,2010,SuperWASP,Published Confirmed,0,1.21987000,0.023900,17.856,665.21819,304.000,121.9440000,8.0700400,2019-07-08,2019-07,2019-07-11
WASP-34 b,1,1,1,0,Transit,2010,SuperWASP,Published Confirmed,0,4.31768000,,11.209,177.98480,72.100,132.0960000,10.2046000,2018-04-25,2017-03,2018-04-26
WASP-35 b,1,1,1,0,Transit,2011,SuperWASP,Published Confirmed,0,3.16158000,,14.572,225.65930,94.800,202.2180000,10.8531000,2018-04-25,2017-03,2018-04-26
WASP-36 b,1,2,1,0,Transit,2011,SuperWASP,Published Confirmed,0,1.53736596,0.026770,14.874,750.39663,391.500,386.3460000,12.6284000,2016-04-05,2016-06,2016-04-07
WASP-37 b,1,1,1,0,Transit,2010,SuperWASP,Published Confirmed,0,3.57746900,0.044600,13.002,572.07000,,392.7910000,12.5420000,2014-05-14,2011-01,2014-05-14
WASP-38 b,1,1,1,0,Transit,2010,SuperWASP,Published Confirmed,0,6.87188000,,13.787,1093.33520,252.000,136.2400000,9.2097400,2018-04-25,2017-03,2018-04-26
WASP-39 b,1,1,1,0,Transit,2011,SuperWASP,Published Confirmed,0,4.05528420,,,,,213.9820000,11.8867000,2024-09-28,2024-08,2024-09-28
WASP-4 b,1,1,1,0,Transit,2007,SuperWASP,Published Confirmed,0,1.33823147,0.022600,14.807,376.94638,241.100,267.2060000,12.3162000,2019-08-09,2019-06,2019-08-15
WASP-41 b,1,1,2,0,Transit,2012,SuperWASP,Published Confirmed,0,3.05240000,,12.330,270.15550,138.000,163.3710000,11.2823000,2018-04-25,2017-03,2018-04-26
WASP-41 c,1,1,2,0,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,421.00000000,1.070000,,,94.000,163.3710000,11.2823000,2015-10-07,2015-09,2015-10-15
